CF_FRG,CF_SMILES,Analyticon_SMILES,Analyticon_ID,Substructure_SMILES,Analyticon_2D_Mol,CF_2D_Mol,Substructure_2D_Mol,Exit_Atom_Numbers,Substructure_Exit_Atoms,ChEMBL_Molecule_ID,ChEMBL_Activity_ID,ChEMBL_Assay_ID,ChEMBL_Assay_Type,pChEMBL_Value,ChEMBL_Relation,ChEMBL_Standard_Unit,ChEMBL_Standard_Value,ChEMBL_Target_ID,ChEMBL_Value_Type,units,value,ChEMBL_Assay_Confidence_Description,ChEMBL_Assay_Confidence_Score,ChEMBL_Assay_Description,ChEMBL_Target_Organism,ChEMBL_Target_Name,ChEMBL_Target_Type
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,NAT31-457555,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12ab60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d9530>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df49a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0540>,CHEMBL3437380,20804863.0,CHEMBL4649943,F,,=,%,4.733,CHEMBL3301561,Percent Effect,%,4.73336594911937,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCCCC4)C3)[nH]c2c1,NAT31-457557,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12b2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d97b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4d60>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0680>,CHEMBL3437328,21920546.0,CHEMBL4649943,F,,=,%,6.959,CHEMBL3301561,Percent Effect,%,6.95939334637965,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CN1CCC(N2CC[C@H](c3nc4ccc(C(F)(F)F)cc4[nH]3)C2)CC1,NAT31-457573,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157d80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da070>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5a80>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0ae0>,CHEMBL3437559,21761829.0,CHEMBL4649943,F,,=,%,4.024,CHEMBL3301561,Percent Effect,%,4.02397260273973,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCOCC4)C3)[nH]c2c1,NAT31-457581,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1577e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da890>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6200>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0d60>,CHEMBL3437560,20964039.0,CHEMBL4649943,F,,=,%,3.559,CHEMBL3301561,Percent Effect,%,3.55919765166341,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CC(C)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-457588,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157240>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc2b010>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6980>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0fe0>,CHEMBL3437327,20964010.0,CHEMBL4649943,F,,=,%,3.535,CHEMBL3301561,Percent Effect,%,3.53473581213307,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,COc1ccc(CN2CC[C@H](c3nc4cccc(C(N)=O)c4[nH]3)C2)cc1,NAT31-470153,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a156e30>,<rdkit.Chem.rdchem.Mol object at 0x7f501a45c3b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e207c0>,"[2, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec2f20>,CHEMBL3437366,21761779.0,CHEMBL4649943,F,,=,%,3.294,CHEMBL3301561,Percent Effect,%,3.29411764705882,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG145,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,CC(=O)N1CCC(N2CCOC[C@H]2c2nc(-c3ccc(Cl)s3)c[nH]2)CC1,NAT41-530308,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1806d0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a41f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e4e160>,[14],<rdkit.Chem.rdchem.Mol object at 0x7f501af00c20>,CHEMBL3437292,21761853.0,CHEMBL4649943,F,,=,%,4.313,CHEMBL3301561,Percent Effect,%,4.31273644388398,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG168,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,O[C@H]1CC[C@@H](Cc2cc(-c3ccccc3)on2)O[C@@H]1CNCC1CC1,NAT12-540553,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f501a2a6890>,<rdkit.Chem.rdchem.Mol object at 0x7f501a732d90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019fdf510>,[0],<rdkit.Chem.rdchem.Mol object at 0x7f501af03740>,CHEMBL3437354,21123953.0,CHEMBL4649943,F,,=,%,5.024,CHEMBL3301561,Percent Effect,%,5.02433090024331,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,CC(C)CN1CCOC[C@H](Oc2ccc(S(C)(=O)=O)cc2)C1,NAT47-552461,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a67f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39bf10>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5710>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84180>,CHEMBL3437176,21602273.0,CHEMBL4649943,F,,=,%,-2.153,CHEMBL3301561,Percent Effect,%,-2.15328467153285,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,Cc1nc(C)c(CN2CCOC[C@H](Oc3ccc(S(C)(=O)=O)cc3)C2)s1,NAT47-552478,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a214ea0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d86d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4810>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84400>,CHEMBL3437308,20963885.0,CHEMBL4649943,F,,=,%,3.954,CHEMBL3301561,Percent Effect,%,3.95377128953771,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,O[C@@H]1C[C@@H](c2nc(-c3ccc(F)cc3)no2)N(C2CCOCC2)C1,NAT18-349780,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ba250>,<rdkit.Chem.rdchem.Mol object at 0x7f501abc71a0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a08cb80>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56aac0>,CHEMBL3437454,21274704.0,CHEMBL4649941,F,,=,%,-6.402,CHEMBL4662928,Percent Effect,%,-6.40176600441499,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,Cc1ccc(CN2C[C@H](O)C[C@H]2c2nc(-c3ccc(F)cc3)no2)cc1,NAT18-349783,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1b9cb0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6f5ad0>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc740e0>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56a7a0>,CHEMBL3437550,21752823.0,CHEMBL4649941,F,,=,%,6.129,CHEMBL4662928,Percent Effect,%,6.1290322580645,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CC(C)N1C[C@H](O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1,NAT18-348779,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ebba0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a731f30>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebd7b0>,"[0, 15]",<rdkit.Chem.rdchem.Mol object at 0x7f501b523a60>,CHEMBL3436907,21433921.0,CHEMBL4649941,F,,=,%,10.16,CHEMBL4662928,Percent Effect,%,10.1580135440181,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3C3CCCCC3)n2)cc1,NAT18-349420,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1e9170>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7330b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf790>,[15],<rdkit.Chem.rdchem.Mol object at 0x7f501b522480>,CHEMBL3437576,21911848.0,CHEMBL4649941,F,,=,%,-0.2208,CHEMBL4662928,Percent Effect,%,-0.22075055187638,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc3c(c2)OCO3)no1,NAT18-381860,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ead40>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7757b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf740>,"[0, 15, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b521120>,CHEMBL3437452,21433885.0,CHEMBL4649941,F,,=,%,13.16,CHEMBL4662928,Percent Effect,%,13.1630648330059,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1,NAT18-381915,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a216ca0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7771f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ee5e90>,"[0, 15]",<rdkit.Chem.rdchem.Mol object at 0x7f501b5202c0>,CHEMBL3437517,21911812.0,CHEMBL4649941,F,,=,%,7.901,CHEMBL4662928,Percent Effect,%,7.90067720090294,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC(C)(C)C)C3)o2)cc1,NAT31-459655,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cfba0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a640310>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0d030>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3302c0>,CHEMBL3436819,21433964.0,CHEMBL4649941,F,,=,%,11.7,CHEMBL4662928,Percent Effect,%,11.6997792494481,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC4CC4)C3)o2)cc1,NAT31-459673,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cd440>,<rdkit.Chem.rdchem.Mol object at 0x7f501a641710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0ee30>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3307c0>,CHEMBL3436777,21274686.0,CHEMBL4649941,F,,=,%,7.726,CHEMBL4662928,Percent Effect,%,7.7262693156733,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG073,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,Clc1ccc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)cc1,NAT31-458869,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6850d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3c4f0>,[12],<rdkit.Chem.rdchem.Mol object at 0x7f501b331760>,CHEMBL3436914,20796148.0,CHEMBL4649941,F,,=,%,11.7,CHEMBL4662928,Percent Effect,%,11.6997792494481,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)ccn1,NAT31-459164,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23ef20>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4c9710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f71170>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b332700>,CHEMBL3436820,21274725.0,CHEMBL4649941,F,,=,%,11.26,CHEMBL4662928,Percent Effect,%,11.2582781456954,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCOCC4)C3)o2)ccn1,NAT31-459188,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a76f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4cbc90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f726b0>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b333060>,CHEMBL3436822,21433974.0,CHEMBL4649941,F,,=,%,9.934,CHEMBL4662928,Percent Effect,%,9.93377483443709,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CS(=O)(=O)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-455111,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f8d60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a54e4d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dcbe70>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b374e00>,CHEMBL3437556,21274657.0,CHEMBL4649941,F,,=,%,13.32,CHEMBL4662928,Percent Effect,%,13.3182844243792,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Cc1ccc2[nH]c([C@H]3CCN(CC4CCCCC4)C3)nc2c1,NAT31-457143,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f9a80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a398090>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dc89a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b375a80>,CHEMBL3436799,21752959.0,CHEMBL4649941,F,,=,%,-15.58,CHEMBL4662928,Percent Effect,%,-15.5756207674943,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Fc1ccc2[nH]c([C@H]3CCN(C4CCOCC4)C3)nc2c1,NAT31-457227,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a129260>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39a570>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df7d80>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b376d40>,CHEMBL3436869,21433946.0,CHEMBL4649941,F,,=,%,5.192,CHEMBL4662928,Percent Effect,%,5.19187358916479,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,NAT31-457555,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12ab60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d9530>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df49a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0540>,CHEMBL3437380,20955160.0,CHEMBL4649941,F,,=,%,4.289,CHEMBL4662928,Percent Effect,%,4.28893905191874,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCCCC4)C3)[nH]c2c1,NAT31-457557,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12b2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d97b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4d60>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0680>,CHEMBL3437328,20796100.0,CHEMBL4649941,F,,=,%,-15.12,CHEMBL4662928,Percent Effect,%,-15.1241534988713,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CN1CCC(N2CC[C@H](c3nc4ccc(C(F)(F)F)cc4[nH]3)C2)CC1,NAT31-457573,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157d80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da070>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5a80>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0ae0>,CHEMBL3437559,21433939.0,CHEMBL4649941,F,,=,%,-14.67,CHEMBL4662928,Percent Effect,%,-14.6726862302483,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCOCC4)C3)[nH]c2c1,NAT31-457581,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1577e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da890>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6200>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0d60>,CHEMBL3437560,21593441.0,CHEMBL4649941,F,,=,%,3.837,CHEMBL4662928,Percent Effect,%,3.83747178329571,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CC(C)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-457588,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157240>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc2b010>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6980>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0fe0>,CHEMBL3437327,21911807.0,CHEMBL4649941,F,,=,%,6.095,CHEMBL4662928,Percent Effect,%,6.09480812641084,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,COc1ccc(CN2CC[C@H](c3nc4cccc(C(N)=O)c4[nH]3)C2)cc1,NAT31-470153,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a156e30>,<rdkit.Chem.rdchem.Mol object at 0x7f501a45c3b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e207c0>,"[2, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec2f20>,CHEMBL3437366,21433887.0,CHEMBL4649941,F,,=,%,6.483,CHEMBL4662928,Percent Effect,%,6.48330058939095,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
